state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands	Public Supply population served by groundwater, in thousands	Public Supply population served by surface water, in thousands	Public Supply total population served, in thousands	Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d	Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, groundwater, in Mgal/d	Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d	Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, surface water, in Mgal/d	Public Supply total self-supplied withdrawals, fresh, in Mgal/d	Public Supply total self-supplied withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, total, in Mgal/d	Public Supply deliveries to domestic, in Mgal/d	Public Supply deliveries to commercial, in Mgal/d	Public Supply deliveries to industrial, in Mgal/d	Public Supply deliveries to thermoelectric, in Mgal/d	Public Supply total deliveries, in Mgal/d	Public Supply public use and losses, in Mgal/d	Public Supply per capita use, in gallons/person/day	Public Supply reclaimed wastewater, in Mgal/d	Public Supply number of facilities	Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d	Commercial self-supplied groundwater withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, groundwater, in Mgal/d	Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d	Commercial self-supplied surface-water withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, surface water, in Mgal/d	Commercial total self-supplied withdrawals, fresh, in Mgal/d	Commercial total self-supplied withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, in Mgal/d	Commercial deliveries from public supply, in Mgal/d	Commercial total self-supplied withdrawals plus deliveries, in Mgal/d	Commercial consumptive use, fresh, in Mgal/d	Commercial consumptive use, saline, in Mgal/d	Commercial total consumptive use, in Mgal/d	Commercial reclaimed wastewater, in Mgal/d	Domestic self-supplied population, in thousands	Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d	Domestic self-supplied groundwater withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, groundwater, in Mgal/d	Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d	Domestic self-supplied surface-water withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, surface water, in Mgal/d	Domestic total self-supplied withdrawals, fresh, in Mgal/d	Domestic total self-supplied withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, in Mgal/d	Domestic per capita use, self-supplied, in gallons/person/day	Domestic deliveries from public supply, in Mgal/d	Domestic per capita use, public-supplied, in gallons/person/day	Domestic total self-supplied withdrawals plus deliveries, in Mgal/d	Domestic consumptive use, fresh, in Mgal/d	Domestic consumptive use, saline, in Mgal/d	Domestic total consumptive use, in Mgal/d	Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d	Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d	Livestock total self-supplied withdrawals, fresh, in Mgal/d	Livestock consumptive use, fresh, in Mgal/d	Irrigation, Total self-supplied groundwater withdrawals, fresh, in Mgal/d	Irrigation, Total self-supplied surface-water withdrawals, fresh, in Mgal/d	Irrigation, Total consumptive use, fresh, in Mgal/d	Irrigation, Total sprinkler irrigation, in thousand acres	Irrigation, Total microirrigation, in thousand acres	Irrigation, Total surface irrigation, in thousand acres	Irrigation, Total total irrigation, in thousand acres	Irrigation, Total reclaimed wastewater, in Mgal/d	Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop consumptive use for crops, fresh, in Mgal/d	Irrigation, Crop sprinkler irrigation for crops, in thousand acres	Irrigation, Crop microirrigation for crops, in thousand acres	Irrigation, Crop surface irrigation for crops, in thousand acres	Irrigation, Crop total irrigation for crops, in thousand acres	Irrigation, Crop reclaimed wastewater for crops, in Mgal/d	Irrigation, Golf Courses self-supplied groundwater withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses self-supplied surface-water withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses total self-supplied withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses consumptive use for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses sprinkler irrigation for golf courses, in thousand acres	Irrigation, Golf Courses microirrigation for golf courses, in thousand acres	Irrigation, Golf Courses surface irrigation for golf courses, in thousand acres	Irrigation, Golf Courses total irrigation for golf courses, in thousand acres	Irrigation, Golf Courses reclaimed wastewater for golf courses, in Mgal/d
06	California	071	San Bernardino County	2000	1709.430	1050.480	313.610	1364.090	279.76	-	-	92.42	-	-	372.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	345.340	23.31	-	-	2.59	-	-	25.90	-	-	75	-	-	-	-	-	-	13.85	17.62	31.47	-	59.72	123.57	-	33.94	5.10	6.70	45.74	-	55.60	121.20	176.80	-	30.20	5.10	6.70	42.00	-	4.12	2.37	6.49	-	3.74	0.00	0.00	3.74	-
06	California	071	San Bernardino County	2005	1963.535	370.718	1384.577	1755.295	76.83	0.00	76.83	286.95	0.00	286.95	363.78	0.00	363.78	258.92	-	-	-	-	-	207.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	208.240	11.66	-	-	6.01	-	-	17.67	-	-	85	258.920	148	276.59	-	-	-	6.49	8.25	14.74	-	131.59	0.00	-	24.24	3.61	5.36	33.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	071	San Bernardino County	2010	2035.210	1784.780	216.950	2001.730	367.08	12.99	380.07	93.76	0.00	93.76	460.84	12.99	473.83	259.53	-	9.26	-	-	-	237.00	23.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33.480	0.89	-	-	0.25	-	-	1.14	-	-	34	259.530	130	260.67	-	-	-	4.09	5.20	9.29	-	88.73	4.06	-	26.40	3.43	5.10	34.93	7.46	81.66	0.00	81.66	78.09	23.06	3.43	5.10	31.59	6.32	7.07	4.06	11.13	-	3.34	0.00	0.00	3.34	1.14
06	California	073	San Diego County	1985	2131.990	255.560	1752.750	2008.310	45.67	-	-	343.97	-	-	389.64	-	-	237.68	89.62	22.33	1.21	350.84	-	-	-	-	3.18	-	-	0.31	-	-	3.49	-	-	89.62	-	24.03	-	-	-	123.680	8.44	-	-	0.83	-	-	9.27	-	-	75	237.680	118	246.95	64.21	-	-	-	-	-	-	7.93	128.74	102.35	28.28	-	39.05	-	7.79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	073	San Diego County	1990	2498.020	155.920	1715.850	1871.770	32.24	-	-	455.11	-	-	487.35	-	-	288.39	77.04	15.77	2.27	383.47	-	-	-	97	0.00	-	-	0.00	-	-	0.00	-	-	77.04	-	0.00	-	-	-	626.250	15.03	-	-	31.94	-	-	46.97	-	-	75	288.390	154	335.36	87.19	-	-	-	-	-	-	0.00	167.06	125.82	80.86	-	2.50	-	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	073	San Diego County	1995	2669.200	158.020	2475.680	2633.700	27.39	2.00	29.39	375.28	0.00	375.28	402.67	2.00	404.67	233.95	69.24	10.44	0.26	313.89	90.78	154.00	2.25	16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	69.24	69.24	18.01	0.00	18.01	0.13	35.500	2.40	0.00	2.40	0.27	0.00	0.27	2.67	0.00	2.67	75	233.950	89	236.62	71.78	0.00	71.78	-	-	-	-	14.94	340.51	322.32	39.27	9.03	35.60	83.90	6.96	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	073	San Diego County	2000	2813.830	35.820	2339.120	2374.940	6.67	-	-	431.50	-	-	438.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	438.890	29.63	-	-	3.29	-	-	32.92	-	-	75	-	-	-	-	-	-	1.18	1.50	2.68	-	22.11	307.32	-	25.23	56.20	1.90	83.33	-	13.20	301.20	314.40	-	16.00	56.20	1.90	74.10	-	8.91	6.12	15.03	-	9.23	0.00	0.00	9.23	-
06	California	073	San Diego County	2005	2933.462	506.763	2416.867	2923.630	74.53	0.00	74.53	355.43	0.00	355.43	429.96	0.00	429.96	251.19	-	-	-	-	-	147.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.832	2.74	-	-	0.30	-	-	3.04	-	-	309	251.190	86	254.23	-	-	-	0.55	0.70	1.25	-	24.56	150.88	-	14.48	50.83	1.74	67.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	073	San Diego County	2010	3095.313	78.020	2768.670	2846.690	23.50	6.81	30.31	451.18	0.00	451.18	474.68	6.81	481.49	278.19	-	3.93	-	-	-	169.00	30.48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	248.623	14.67	-	-	3.99	-	-	18.66	-	-	75	278.190	98	296.85	-	-	-	0.48	0.61	1.09	-	37.57	133.34	-	22.87	48.95	1.68	73.50	13.31	19.71	121.07	140.78	167.91	13.95	48.95	1.68	64.58	9.81	17.86	12.27	30.13	-	8.92	0.00	0.00	8.92	3.50
06	California	075	San Francisco County	1985	737.300	0.000	733.600	733.600	0.00	-	-	96.10	-	-	96.10	-	-	58.62	22.10	0.73	0.25	81.70	-	-	-	-	0.06	-	-	0.05	-	-	0.11	-	-	22.10	-	5.44	-	-	-	3.700	0.15	-	-	0.13	-	-	0.28	-	-	76	58.620	80	58.90	15.31	-	-	-	-	-	-	0.00	0.00	0.00	0.00	-	0.00	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	075	San Francisco County	1990	723.960	0.000	721.000	721.000	0.00	-	-	95.06	-	-	95.06	-	-	9.94	12.97	4.33	0.26	27.50	-	-	-	3	0.00	-	-	0.00	-	-	0.00	-	-	12.97	-	0.00	-	-	-	2.960	0.00	-	-	0.22	-	-	0.22	-	-	74	9.940	14	10.16	0.00	-	-	-	-	-	-	0.00	0.00	0.00	0.00	-	0.00	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	075	San Francisco County	1995	751.500	0.000	751.500	751.500	0.00	0.00	0.00	95.06	0.00	95.06	95.06	0.00	95.06	45.39	30.39	0.62	0.00	76.40	18.66	126.00	0.00	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.39	30.39	7.90	0.00	7.90	0.00	0.000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	na	45.390	60	45.39	11.80	0.00	11.80	-	-	-	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	075	San Francisco County	2000	776.730	0.000	750.000	750.000	0.00	-	-	81.37	-	-	81.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26.730	1.80	-	-	0.20	-	-	2.00	-	-	75	-	-	-	-	-	-	0.00	0.00	0.00	-	0.60	0.41	-	0.61	0.00	0.00	0.61	-	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	-	0.60	0.41	1.01	-	0.61	0.00	0.00	0.61	-
06	California	075	San Francisco County	2005	739.426	0.000	696.896	696.896	0.00	0.00	0.00	70.75	0.00	70.75	70.75	0.00	70.75	31.69	-	-	-	-	-	102.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42.530	2.86	-	-	0.31	-	-	3.17	-	-	75	31.690	45	34.86	-	-	-	0.00	0.00	0.00	-	0.00	0.00	-	0.00	0.00	0.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	075	San Francisco County	2010	805.235	0.000	805.235	805.235	1.50	0.00	1.50	80.78	0.00	80.78	82.28	0.00	82.28	41.81	-	2.10	-	-	-	102.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	0.00	-	-	0.00	-	-	0.00	-	-	na	41.810	52	41.81	-	-	-	0.00	0.00	0.00	-	0.44	0.30	-	0.54	0.00	0.00	0.54	-	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	0.44	0.30	0.74	-	0.54	0.00	0.00	0.54	-
06	California	077	San Joaquin County	1985	418.060	363.590	22.390	385.980	77.76	-	-	4.77	-	-	82.53	-	-	50.34	18.98	7.28	0.00	76.60	-	-	-	-	0.89	-	-	0.02	-	-	0.91	-	-	18.98	-	5.20	-	-	-	32.080	2.36	-	-	0.05	-	-	2.41	-	-	75	50.340	130	52.75	13.71	-	-	-	-	-	-	630.39	910.90	987.25	83.89	-	442.41	-	4.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	077	San Joaquin County	1990	480.630	360.040	35.220	395.260	78.83	-	-	8.08	-	-	86.91	-	-	78.00	4.58	7.61	0.00	90.19	-	-	-	95	0.00	-	-	16.16	-	-	16.16	-	-	4.58	-	0.00	-	-	-	85.370	6.21	-	-	0.19	-	-	6.40	-	-	75	78.000	197	84.40	21.94	-	-	-	-	-	-	82.93	1575.58	1094.34	105.16	-	420.64	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	077	San Joaquin County	1995	524.600	284.230	166.930	451.160	51.05	0.00	51.05	35.70	0.00	35.70	86.75	0.00	86.75	61.32	14.91	5.60	0.00	81.83	4.92	192.00	0.00	29	0.01	0.00	0.01	19.50	0.00	19.50	19.51	0.00	19.51	14.91	34.42	3.88	0.00	3.88	0.00	73.440	4.96	0.00	4.96	0.55	0.00	0.55	5.51	0.00	5.51	75	61.320	136	66.83	18.17	0.00	18.17	-	-	-	-	726.95	946.92	1431.54	110.84	44.46	428.00	583.30	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	077	San Joaquin County	2000	563.600	260.340	200.920	461.260	58.39	-	-	40.40	-	-	98.79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	102.340	6.91	-	-	0.77	-	-	7.68	-	-	75	-	-	-	-	-	-	7.32	9.31	16.63	-	694.11	903.04	-	86.37	233.30	237.80	557.47	-	692.30	901.80	1594.10	-	84.40	233.30	237.80	555.50	-	1.81	1.24	3.05	-	1.97	0.00	0.00	1.97	-
06	California	077	San Joaquin County	2005	664.116	146.756	424.914	571.670	30.19	0.00	30.19	87.42	0.00	87.42	117.61	0.00	117.61	98.94	-	-	-	-	-	206.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	92.446	17.10	-	-	0.00	-	-	17.10	-	-	185	98.940	173	116.04	-	-	-	4.60	5.85	10.45	-	388.57	930.51	-	82.73	173.62	232.94	489.29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	077	San Joaquin County	2010	685.306	189.290	426.760	616.050	43.63	0.00	43.63	71.18	0.00	71.18	114.81	0.00	114.81	72.28	-	4.52	-	-	-	186.00	1.47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69.256	4.60	-	-	0.24	-	-	4.84	-	-	70	72.280	117	77.12	-	-	-	4.29	5.46	9.75	-	467.68	1117.14	-	126.92	262.14	351.71	740.77	-	466.03	1116.01	1582.04	1350.29	124.91	262.14	351.71	738.76	1.40	1.65	1.13	2.78	-	2.01	0.00	0.00	2.01	-
06	California	079	San Luis Obispo County	1985	188.710	115.690	42.480	158.170	23.05	-	-	8.13	-	-	31.18	-	-	19.02	7.17	0.18	0.00	26.37	-	-	-	-	0.80	-	-	0.06	-	-	0.86	-	-	7.17	-	2.30	-	-	-	30.540	2.13	-	-	0.16	-	-	2.29	-	-	75	19.020	120	21.31	5.54	-	-	-	-	-	-	134.31	16.94	93.62	23.59	-	43.63	-	1.51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	079	San Luis Obispo County	1990	217.160	110.490	60.950	171.440	23.76	-	-	12.80	-	-	36.56	-	-	26.53	5.53	0.42	0.00	32.48	-	-	-	63	0.00	-	-	0.00	-	-	0.00	-	-	5.53	-	0.00	-	-	-	45.720	2.40	-	-	1.03	-	-	3.43	-	-	75	26.530	155	29.96	6.90	-	-	-	-	-	-	163.93	0.00	105.36	138.31	-	39.04	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	079	San Luis Obispo County	1995	228.400	129.160	69.550	198.710	24.16	0.00	24.16	13.59	0.00	13.59	37.75	0.00	37.75	27.09	7.17	0.57	0.00	34.83	2.92	190.00	0.00	29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.17	7.17	1.86	0.00	1.86	0.00	29.690	2.00	0.00	2.00	0.22	0.00	0.22	2.22	0.00	2.22	75	27.090	136	29.31	8.11	0.00	8.11	-	-	-	-	126.38	17.55	107.66	12.43	8.09	50.88	71.40	4.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	079	San Luis Obispo County	2000	246.680	102.480	91.110	193.590	21.19	-	-	12.42	-	-	33.61	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53.090	3.58	-	-	0.40	-	-	3.98	-	-	75	-	-	-	-	-	-	1.07	1.37	2.44	-	156.31	22.47	-	7.25	63.50	18.20	88.95	-	154.90	21.50	176.40	-	5.80	63.50	18.20	87.50	-	1.41	0.97	2.38	-	1.45	0.00	0.00	1.45	-
06	California	079	San Luis Obispo County	2005	255.478	95.626	120.094	215.720	16.04	0.00	16.04	20.15	0.00	20.15	36.19	0.00	36.19	33.43	-	-	-	-	-	168.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39.758	4.17	-	-	0.00	-	-	4.17	-	-	105	33.430	155	37.60	-	-	-	0.62	0.79	1.41	-	115.92	6.10	-	5.56	61.13	17.51	84.20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	079	San Luis Obispo County	2010	269.637	137.830	95.860	233.690	21.77	0.23	22.00	12.82	0.00	12.82	34.59	0.23	34.82	24.05	-	0.16	-	-	-	149.00	0.20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35.947	1.39	-	-	0.18	-	-	1.57	-	-	44	24.050	103	25.62	-	-	-	0.46	0.58	1.04	-	156.49	10.03	-	8.91	82.98	23.77	115.66	-	153.67	8.09	161.76	143.73	7.55	82.98	23.77	114.30	-	2.82	1.94	4.76	-	1.36	0.00	0.00	1.36	0.05
06	California	081	San Mateo County	1985	614.040	292.140	318.380	610.520	42.97	-	-	49.79	-	-	92.76	-	-	56.58	21.33	11.71	0.00	89.62	-	-	-	-	0.06	-	-	0.04	-	-	0.10	-	-	21.33	-	5.25	-	-	-	3.520	0.15	-	-	0.12	-	-	0.27	-	-	77	56.580	93	56.85	14.78	-	-	-	-	-	-	1.81	8.67	8.39	2.30	-	2.30	-	0.40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	081	San Mateo County	1990	649.620	298.590	335.900	634.490	38.72	-	-	53.39	-	-	92.11	-	-	69.46	19.29	6.10	0.00	94.85	-	-	-	37	0.00	-	-	0.00	-	-	0.00	-	-	19.29	-	0.00	-	-	-	15.130	0.43	-	-	0.71	-	-	1.14	-	-	75	69.460	109	70.60	18.36	-	-	-	-	-	-	1.14	15.10	12.94	3.55	-	3.55	-	0.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	081	San Mateo County	1995	689.700	241.070	403.020	644.090	33.77	0.00	33.77	58.51	0.00	58.51	92.28	0.00	92.28	65.50	24.72	5.28	0.00	95.50	-3.22	143.00	0.00	26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.72	24.72	6.43	0.00	6.43	0.00	45.610	3.08	0.00	3.08	0.34	0.00	0.34	3.42	0.00	3.42	75	65.500	102	68.92	17.92	0.00	17.92	-	-	-	-	6.85	3.24	8.19	1.03	0.47	4.00	5.50	4.61	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	081	San Mateo County	2000	707.160	76.720	626.920	703.640	7.21	-	-	86.66	-	-	93.87	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.520	0.24	-	-	0.03	-	-	0.27	-	-	77	-	-	-	-	-	-	0.12	0.15	0.27	-	5.50	2.79	-	3.59	1.40	0.00	4.99	-	4.50	2.10	6.60	-	2.20	1.40	0.00	3.60	-	1.00	0.69	1.69	-	1.39	0.00	0.00	1.39	-
06	California	081	San Mateo County	2005	699.610	229.942	459.883	689.825	48.10	0.00	48.10	96.20	0.00	96.20	144.30	0.00	144.30	67.86	-	-	-	-	-	209.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.785	3.25	-	-	0.11	-	-	3.36	-	-	343	67.860	98	71.22	-	-	-	0.02	0.03	0.05	-	1.32	0.87	-	2.51	1.67	0.00	4.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	081	San Mateo County	2010	718.451	52.780	649.270	702.050	5.80	0.00	5.80	77.56	0.00	77.56	83.36	0.00	83.36	56.92	-	2.37	-	-	-	119.00	4.80	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.401	0.92	-	-	0.33	-	-	1.25	-	-	76	56.920	81	58.17	-	-	-	0.03	0.04	0.07	-	4.83	3.22	-	4.39	1.87	0.00	6.26	-	3.76	2.48	6.24	6.44	2.81	1.87	0.00	4.68	-	1.07	0.74	1.81	-	1.58	0.00	0.00	1.58	0.41
06	California	083	Santa Barbara County	1985	331.850	245.800	80.430	326.230	44.91	-	-	14.64	-	-	59.55	-	-	36.33	13.70	2.00	0.00	52.03	-	-	-	-	0.14	-	-	0.02	-	-	0.16	-	-	13.70	-	3.43	-	-	-	5.620	0.36	-	-	0.06	-	-	0.42	-	-	75	36.330	111	36.75	9.55	-	-	-	-	-	-	210.83	26.69	144.69	39.94	-	74.18	-	2.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	083	Santa Barbara County	1990	369.610	279.340	20.920	300.260	79.33	-	-	3.76	-	-	83.09	-	-	64.23	10.17	2.24	0.00	76.64	-	-	-	68	0.00	-	-	0.00	-	-	0.00	-	-	10.17	-	0.00	-	-	-	69.350	5.04	-	-	0.16	-	-	5.20	-	-	75	64.230	214	69.43	18.05	-	-	-	-	-	-	192.65	0.00	124.33	46.33	-	53.18	-	0.16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	083	Santa Barbara County	1995	391.400	140.470	239.180	379.650	57.24	0.00	57.24	19.42	0.00	19.42	76.66	0.00	76.66	58.09	13.07	2.17	0.00	73.33	3.33	202.00	0.89	18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.07	13.07	3.40	0.00	3.40	0.34	11.750	0.79	0.00	0.79	0.09	0.00	0.09	0.88	0.00	0.88	75	58.090	153	58.97	16.40	0.00	16.40	-	-	-	-	197.34	45.45	186.94	23.86	11.95	75.19	111.00	15.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	083	Santa Barbara County	2000	399.350	99.600	252.840	352.440	28.36	-	-	35.13	-	-	63.49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46.910	3.17	-	-	0.35	-	-	3.52	-	-	75	-	-	-	-	-	-	0.68	0.87	1.55	-	281.87	65.61	-	43.52	114.20	1.80	159.52	-	280.40	64.60	345.00	-	41.80	114.20	1.80	157.80	-	1.47	1.01	2.48	-	1.72	0.00	0.00	1.72	-
06	California	083	Santa Barbara County	2005	400.762	202.692	191.013	393.705	28.32	0.00	28.32	26.69	0.00	26.69	55.01	0.00	55.01	40.68	-	-	-	-	-	140.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.057	3.36	-	-	0.67	-	-	4.03	-	-	571	40.680	103	44.71	-	-	-	0.41	0.52	0.93	-	168.30	3.43	-	34.65	94.66	1.44	130.75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	083	Santa Barbara County	2010	423.895	91.100	292.930	384.030	23.99	0.00	23.99	47.45	0.00	47.45	71.44	0.00	71.44	39.47	-	0.71	-	-	-	186.00	1.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39.865	2.66	-	-	0.32	-	-	2.98	-	-	75	39.470	103	42.45	-	-	-	0.37	0.47	0.84	-	171.05	5.81	-	35.80	93.08	1.42	130.30	-	167.55	3.41	170.96	159.71	34.07	93.08	1.42	128.57	-	3.50	2.40	5.90	-	1.73	0.00	0.00	1.73	0.68
06	California	085	Santa Clara County	1985	1397.970	1091.140	257.090	1348.230	233.31	-	-	44.06	-	-	277.37	-	-	169.20	63.80	34.67	0.00	267.67	-	-	-	-	1.25	-	-	0.15	-	-	1.40	-	-	63.80	-	16.41	-	-	-	49.740	3.32	-	-	0.41	-	-	3.73	-	-	75	169.200	125	172.93	44.96	-	-	-	-	-	-	5.68	6.27	9.62	2.65	-	3.65	-	0.31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	085	Santa Clara County	1990	1497.580	1026.820	319.120	1345.940	188.12	-	-	49.81	-	-	237.93	-	-	122.63	54.63	35.84	0.00	213.10	-	-	-	98	0.11	-	-	0.00	-	-	0.11	-	-	54.63	-	0.00	-	-	-	151.640	9.89	-	-	1.48	-	-	11.37	-	-	75	122.630	91	134.00	35.55	-	-	-	-	-	-	53.04	12.44	52.37	16.96	-	9.54	-	1.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	085	Santa Clara County	1995	1603.300	848.070	689.080	1537.150	150.13	0.00	150.13	98.19	0.00	98.19	248.32	0.00	248.32	140.04	71.43	13.96	0.00	225.43	22.89	162.00	0.00	17	0.19	0.00	0.19	0.00	0.00	0.00	0.19	0.00	0.19	71.43	71.62	18.58	0.00	18.58	0.51	66.150	4.47	0.00	4.47	0.50	0.00	0.50	4.97	0.00	4.97	75	140.040	91	145.01	37.70	0.00	37.70	-	-	-	-	40.70	8.20	37.24	6.07	2.10	18.13	26.30	8.16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	085	Santa Clara County	2000	1682.590	608.020	1058.120	1666.140	105.56	-	-	181.35	-	-	286.91	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.450	1.11	-	-	0.12	-	-	1.23	-	-	75	-	-	-	-	-	-	0.37	0.47	0.84	-	30.83	7.10	-	9.31	11.70	0.00	21.01	-	26.80	5.40	32.20	-	5.60	11.70	0.00	17.30	-	4.03	1.70	5.73	-	3.71	0.00	0.00	3.71	-
06	California	085	Santa Clara County	2005	1699.052	112.244	1573.094	1685.338	15.44	0.00	15.44	216.42	0.00	216.42	231.86	0.00	231.86	120.37	-	-	-	-	-	138.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.714	12.30	-	-	2.70	-	-	15.00	-	-	1094	120.370	71	135.37	-	-	-	0.23	0.30	0.53	-	43.58	3.99	-	6.59	8.51	0.00	15.10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
